,"  Elah Capital Group, LP     ",Funds Manager, 888 7th Ave., New York, New York,10019, United States,  (212) 803-3339,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73696,"  Global Infrastructure Management, LLC     ",Funds Manager," 12 East 49th Street, 38th Floor", New York, New York,  10017-1028 , United States,  (212) 315-8100,http://global-infra.com/,3/30/12,5/18/15,Delaware,801-73696,68,Adebayo Ogunlesi,Managing Partner,Mark Levitt,"Chief Operating Officer (Global Infrastructure Management, Llc)  and Officer (Gim Advisory Services, Llc)",Joseph Blum,General Counsel and Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66571,"  Northgate Capital, L.P.     ",Funds Manager, 649 San Ramon Valley Blvd., Danville, California,94526, United States,  (925) 820-9970,http://www.northgate.com/,11/24/06,5/18/15,Delaware,801-66571,39,MARK HARRIS,Limited Partner/Senior Advisor,BRENT JONES,Limited Partner,JARED STONE,Limited Partner/Senior Advisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-78374,  Asset Management Group Investment Corp.     ,Funds Manager, 6295 Greenwood Plaza Blvd., Greenwood Village, Colorado,  80111-4908 , United States,  (303) 694-2190,,8/5/13,5/18/15,Colorado,801-78374,2,Earl Wright,"President, Treasurer",Michael Bergmann,"Chief Compliance Officer, Vice President",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-60667,"  Aegon USA Investment Management, LLC     ",Funds Manager, 4333 Edgewood Road NE, Cedar Rapids, Iowa,  52499-5338 , United States,  (319) 355-3598,http://www.aegoninvestments.com,11/1/01,5/18/15,Iowa,801-60667,370,Daniel Fox,Executive Vice President-Risk Management,Kirk Buese,Executive Vice President-Private and Structured Finance and Interim Chief Investment Officer,Stephanie Phelps,"Elected Manager, Senior Vice President, Treasurer/Cfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-46604,"  The London Company of Virginia, LLC     ",Funds Manager," 1800 Bayberry Court, Suite 301", Richmond, Virginia,23226, United States,  (804) 775-0317,http://tlcadvisory.com/,6/13/94,5/18/15,Delaware,801-46604,28,Stephen Goddard,"Founder, Managing Principal, Chief Investment Officer, Lead Portfolio Manager",Jonathan Moody,Principal/Portfolio Manager,Andrew Wetzel,"Chief Compliance Officer, Principal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73633,"  Foundation Energy Management, LLC     ",Funds Manager, 16000 Dallas Parkway, Dallas, Texas,75248, United States,  (972) 707-2500,http://www.foundationenergy.com,3/16/12,5/18/15,Texas,801-73633,96,Eddie Rhea,"President and Chief Executive Officer, Foundation Energy Management, Llc",John Wetzel,"Vice President, Treasurer and Chief Financial Officer, Foundation Energy Management, Llc",Jeffrey Stark,"Chief Compliance Officer, Foundation Energy Management, Llc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-65109,  Rimrock Capital Management LLC     ,Funds Manager, 100 Innovation Drive, Irvine, California,  92617-3040 , United States,  (949) 381-7800,http://www.rimrockcapital.com,1/5/06,5/18/15,California,801-65109,49,DAVID EDINGTON,Managing Director,CHRIS CHESTER,Managing Director,STEVE FOULKE,"Chief Risk Officer, Managing Director",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-47710,"  Blackrock Advisors, LLC     ",Funds Manager, 100 Bellevue Parkway, Wilmington, Delaware,19809, United States,  (302) 797-2000,http://www.blackrock.com,11/1/94,5/18/15,Delaware,801-47710,270,Laurence Fink,"Chief Executive Officer, Director",Robert Kapito,"President, Director",Charles Hallac,Co-President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-77394,"  Mcdonnell Investment Management, LLC     ",Funds Manager, 18w140 Butterfield Road, Oakbrook Terrace, Illinois,60181, United States,  (630) 684-8600,http://www.mcdonnellinvestments.com,12/20/12,5/18/15,Delaware,801-77394,47,Edward Treichel,"President, Ceo &amp; Executive Managing Director",John McCareins,Chief Marketing Officer &amp; Executive Managing Director,Edward Wood,Chief Operating Officer &amp; Executive Managing Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  Dorchester Wealth Management Company     ,Funds Manager, 1100 Rene Levesque Blvd. West, Montreal, H3B 4N4,   Canada, Phone: (514) 861-5841,,https://www.dorchesterwealth.com,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79077,"  Varsity Asset Management, LLC     ",Funds Manager, 870 Denton Tap Road, Coppell, Texas,75019, United States,  (866) 254-4235,http://www.varsityassetmgmt.com,1/13/14,5/18/15,Florida,801-79077,4,Anthony Apollaro,Managing Memebr/Cfo,Ryan Borer,Managing Memebr/Chief Compliance Officer/President,Jessie Stansberry,Managing Member/Vice President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66461,"  Toreador Research &amp; Trading, LLC     ",Funds Manager, 422 Fleming Street, Key West, Florida,33040, United States,  (559) 436-4270,https://www.trtadvisors.com,4/17/06,5/18/15,Delaware,801-66461,4,Paul Blinn,Managing Member,David Jones,Chief Compliance Officer,Rafael Resendes,Managing Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-71201,  THL Credit Advisors LLC     ,Funds Manager, 100 Federal Street, Boston, Massachusetts,2110, United States,  (800) 450-4424,http://www.thlcredit.com,4/21/10,5/18/15,Delaware,801-71201,29,James Hunt,Executive Chairman &amp; Director &amp; Holder of Class A-2 Units,Sam Tillinghast,"Co-Chief Executive Officer and Co-Chief Investment Officer, &amp; Holder of Class B Units",Terrence Olson,"Managing Director, Chief Financial Officer, Chief Operating Officer &amp; Holder of Class A-2 and Class B Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-72999,"  Audax Management Company (NY), LLC     ",Funds Manager, 320 Park Avenue, New York, New York,10022, United States,  (212) 703-2700,http://www.audaxgroup.com,1/3/12,5/18/15,Delaware,801-72999,32,Kevin Magid,Managing Director,Ulf Gummeson,Managing Director,Michael McGonigle,Managing Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-50661,  Iridian Asset Management LLC     ,Funds Manager, 276 Post Rd West, Westport, Connecticut,  06880-4704 , United States,  (203) 341-9000,http://www.iridian.com,12/5/95,5/18/15,Delaware,801-50661,46,David Cohen,Co-President and Co-Chief Executive Officer; Co-Chief Investment Officer,Harold Levy,Co-President and Co-Chief Executive Officer; Co-Chief Investment Officer,Jeffrey Elliott,"Chief Financial Officer, Chief Operating Officer and Secretary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-48433,"  Blackrock Financial Management, Inc     ",Funds Manager, 55 East 52nd Street, New York, New York,10055, United States,  (212) 810-5300,http://www.blackrock.com,2/28/95,5/18/15,Delaware,801-48433,2478,Laurence Fink,"Chief Executive Officer, Chairman, Director",Robert Kapito,"President, Director",Daniel Waltcher,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-80686,  Shelter Growth Capital Partners LLC     ,Funds Manager, One Dock Street, Stamford, Connecticut,6902, United States,  (203) 355-6100,https://www.sgcp.com,12/11/14,5/18/15,Delaware,801-80686,21,Kevin Gasvoda,"Chief Financial Officer, Chief Operating Officer and Director",Justin Mahoney,Senior Portfolio Manager and Director,Daniel Sparks,"Chief Executive Officer, Chief Investment Officer and Director",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-74021,  GMT Capital Corp     ,Funds Manager, 2300 Windy Ridge Parkway, Atlanta, Georgia,30339, United States,  (770) 989-8250,http://www.gmtcapital.com,3/30/12,5/18/15,Georgia,801-74021,35,George Case,"Managing Director, Chief Compliance Officer &amp; Chief Operating Officer",Thomas Claugus,President,Michael Hammer,Chief Financial Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  Sherborne Investors Management LP     ,Funds Manager, 135 East 57th Street, New York, New York,  10022-2152 , United States,  (212) 735-1000,http://www.sherborneinvestors.com,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-68810,"  Riverfront Investment Group, LLC     ",Funds Manager, 1214 East Cary Street, Richmond, Virginia,23219, United States,  (804) 549-4800,https://www.riverfrontig.com,2/14/08,5/18/15,Delaware,801-68810,39,Peter Quinn,"Member of the Board of Directors, President &amp; Chief Operating Officer",Douglas Sandler,Member of the Board of Directors/Chief Equity Officer,Paul Jones,Chairman of the Board of Directors/Chief Investment Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-71482,"  Salient Capital Advisors, LLC     ",Funds Manager, 4265 San Felipe St, Houston, Texas,77027, United States,  (713) 993-4675,http://www.salientpartners.com,5/24/10,5/15/15,Texas,801-71482,162,J. Dawson,President,Greg Reid,President and Ceo - Mlp Business,Jeremy Radcliffe,Chief Operating Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-62239,"  Kovitz Investment Group, LLC     ",Funds Manager, 115 S. Lasalle St., Chicago, Illinois,60603, United States,  (312) 334-7300,http://www.kovitz.com,7/22/03,5/15/15,Delaware,801-62239,50,Mitchell Kovitz,Chairman/Chief Executive Officer,Jonathan Shapiro,Vice President,Marc Brenner,"President, Chief Operating Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-81188,"  Sumeru Equity Partners, LP     ",Funds Manager, 2775 Sand Hill Road, Menlo Park, California,  94025-7085 , United States,  (650) 233-8120,http://www.sumeruequity.com,3/26/15,5/15/15,Delaware,801-81188,11,Kyle Ryland,"Limited Partner, Managing Partner &amp; Managing Director",Robert Randleman,"Chief Operating Officer, Chief Financial Officer, Chief Compliance Officer, and Managing Director",Jason Babcoke,Managing Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-65207,  GSO Capital Partners LP     ,Funds Manager, 345 Park Avenue, New York, New York,10154, United States,  (212) 503-2100,http://www.gsocap.com/,1/18/06,5/15/15,Delaware,801-65207,259,J Smith,Founder,Bennett Goodman,Founder,Douglas Ostrover,Founder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-22888,  Perkins Capital Management Inc     ,Funds Manager, 730 East Lake Street, Wayzata, Minnesota,  55391-1769 , United States,  (952) 473-8367,http://www.perkinscapital.com,12/5/84,5/15/15,Minnesota,801-22888,5,Richard Perkins,President,Daniel Perkins,Executive Vice President,Harry Lindberg,Vice President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-16937,"  Great Lakes Advisors, LLC     ",Funds Manager, 231 S. Lasalle Street, Chicago, Illinois,60606, United States,  (312) 431-1700,http://www.whummer.com,3/24/82,5/15/15,Delaware,801-16937,66,Elliott Silver,Chief Compliance Officer,John Lillard,Manager,Stanley Weinberger,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-57265,"  CLS Investments, LLC     ",Funds Manager, 17605 Wright Street, Omaha, Nebraska,68130, United States,  (402) 493-3313,http://www.clsinvest.com,1/1/00,5/15/15,Nebraska,801-57265,94,Brian Nielsen,Secretary,Scott Kubie,Vice President/Chief Strategist,Michael Miola,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-72915,  Monarch Alternative Capital LP     ,Funds Manager, 535 Madison Avenue, New York, New York,  10022-4214 , United States,  (212) 554-1700,http://www.monarchlp.com,1/3/12,5/15/15,Delaware,801-72915,72,Michael Weinstock,Managing Principal &amp; Ceo,Andrew Herenstein,Managing Principal,Christopher Santana,Managing Principal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-68243,  GSO / Blackstone Debt Funds Management LLC     ,Funds Manager, 345 Park Avenue, New York, New York,10154, United States,  (212) 503-2100,https://www.gsocap.com,8/21/07,5/15/15,Delaware,801-68243,259,George Fan,Chief Operating Officer,Bennett Goodman,Founder,J Smith,Founder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-33311,  Spectrum Financial Inc     ,Funds Manager," 2940 N. Lynnhaven Road, Suite 200", Virginia Beach, Virginia,23452, United States,  (757) 463-7600,http://investspectrum.com,12/30/88,5/15/15,Virginia,801-33311,5,Ralph Doudera,Ceo,Mary Collins,President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-18767,"  Ariel Investments, LLC     ",Funds Manager, 200 East Randolph Street, Chicago, Illinois,60601, United States,  (312) 726-0140,http://www.arielinvestments.com,4/15/83,5/15/15,Delaware,801-18767,66,John Rogers,"Director, Chairman, Chief Executive Officer and Chief Investment Officer",Mellody Hobson,"Director, President",Merrillyn Kosier,"Executive Vice President; Chief Marketing Officer, Mutual Funds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-80188,"  Lorem Ipsum Management, LLC     ",Funds Manager, 230 Park Avenue, New York, New York,10169, United States,  (646) 502-5620,http://www.loremipsumpartners.com,8/25/14,5/15/15,Delaware,801-80188,4,John Segrich,Manager and Chief Compliance Officer of Adviser and Relying Adviser,Michael Molnar,Manager of Adviser and Relying Adviser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-58166,"  Palo Alto Investors, LLC     ",Funds Manager, 470 University Avenue, Palo Alto, California,  94301-1812 , United States,  (650) 325-0772,http://www.pa-investors.com,12/5/00,5/15/15,California,801-58166,12,William Edwards,Founder,Anthony Yun,Co-Managing Member,Patrick Lee,Co-Managing Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-61467,  Blackstone Debt Advisors L.P.     ,Funds Manager, 345 Park Avenue, New York, New York,10154, United States,  (212) 503-2100,https://www.gsocap.com,9/23/02,5/15/15,Delaware,801-61467,259,George Fan,Chief Operating Officer,Bennett Goodman,Founder,J Smith,Founder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73954,  Selz Capital LLC     ,Funds Manager, 1370 Avenue Of The Americas, New York, New York,  10019-4602 , United States,  (212) 554-5077,,3/30/12,5/15/15,Delaware,801-73954,2,Bernard Selz,Managing Member (Selz Capital),Sandra Jerro,Chief Compliance Officer,Anita Pagliaro,Trustee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-71915,  Pactolus Private Wealth Management LLC     ,Funds Manager, 6862 Elm Street, Mclean, Virginia,22101, United States,  (571) 297-1740,http://pactoluspwm.com,10/22/10,5/15/15,Delaware,801-71915,7,Gery Sadzewicz,Chief Compliance Officer,Alan Harter,Chief Executive Officer,Alix Mattingly,Chief Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66480,"  Longhorn Capital Partners, L.P.     ",Funds Manager, 1445 Ross Avenue, Dallas, Texas,75202, United States,  (214) 452-6260,,3/24/06,5/15/15,Delaware,801-66480,5,Kristopher Kristynik,Limited Partner; Chief Investment Officer,Philip Eckian,Limited Partner,Britton Brown,Limited Partner; Chief Financial Officer; Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73997,"  Cello Capital Management, LP     ",Funds Manager, 12 East 49th Street, New York, New York,10017, United States,  (212) 624-0300,http://www.cellocapital.com,3/30/12,5/15/15,Delaware,801-73997,17,Antoine Schetritt,Managing Partner,Elizabeth Styron,Chief Compliance Officer,Jiang Ho,Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-66473,  Artemis Wealth     ,Funds Manager, 500 Fifth Avenue, New York, New York,10110, United States,  (646) 792-1990,http://psam.ca,3/24/06,5/15/15,Delaware,801-66473,2,Sean Lawless,Managing Director,Conor Bill,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-46266,  City of London Investment Management Co Ltd     ,Funds Manager, 77 Gracechurch Street, London,  EC3V 0AS ,, United Kingdom,4.42E+11,http://www.citlon.com,4/28/94,5/15/15,United Kingdom,801-46266,68,Barry Olliff,Ceo / Cio,Thomas Griffith,Chief Operations Officer,Carlos Yuste,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-76857,"  Toroso Investments, LLC     ",Funds Manager, 115 West 29th Street, New York, New York,10001, United States,  (646) 465-5930,http://www.torosoinv.com,7/20/12,5/15/15,Delaware,801-76857,8,Larry Medin,Chairman,Daniel Carlson,Chief Financial Officer / Chief Compliance Officer / Managing Member / Director,Michael Venuto,Chief Investment Officer / Managing Member / Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-62639,"  Lebenthal Lisanti Capital Growth, LLC     ",Funds Manager, 230 Park Avenue, New York, New York,10169, United States,  (212) 792-6990,http://www.ahlisanti.com,1/5/04,5/15/15,Delaware,801-62639,5,Mary Lisanti,"President, Managing Member",Myles Blechner,Chief Compliance Officer,Alexandra Lebenthal,Managing Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-18656,"  Baron Capital Management, Inc.     ",Funds Manager, 767 Fifth Avenue, New York, New York,10153, United States,  (212) 583-2000,http://www.baronfunds.com,4/15/83,5/15/15,New York,801-18656,108,Anita Nagler,Director,David Baron,Research Analyst,Ronald Baron,"Chairman, Ceo &amp; Cio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"  Opengate Capital Management, LLC     ",Funds Manager," 10250 Constellation Boulevard, Suite 1750", Los Angeles, California,90067, United States,  (310) 432-7000,http://www.opengatecapital.com,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-78232,"  Peters Capital Group, LLC     ",Funds Manager, 3 River Road, Greenwich, Connecticut,6807, United States,  (203) 489-1440,http://www.peterscapitalgroup.com/,7/9/13,5/15/15,Delaware,801-78232,12,C Peters,Managing Member,Geoffrey Grant,Member,Stephen Lisenby,Chief Operating Officer / Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-49120,  Summit Strategies Inc     ,Funds Manager," 8182 Maryland Ave, 6th Floor", St Louis, Missouri,  63105-3771 , United States,  (314) 727-7211,http://www.summitstrategies.com,5/11/95,5/15/15,Missouri,801-49120,66,Stephen Holmes,"President, Managing Director, Shareholder",Daniel Holmes,"Secretary, Managing Director, Cco &amp; Shareholder",Thomas Pollihan,"Managing Director, Shareholder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-65931,"  Fortigent, LLC     ",Funds Manager, 2600 Tower Oaks Boulevard, Rockville, Maryland,20852, United States,  (301) 816-1200,http://www.fortigent.com,1/24/06,5/15/15,Maryland,801-65931,129,Gary Carrai,Svp,Paul Middlemiss,Chief Compliance Officer,George White,Chief Investment Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79772,"  Francis Capital Management, LLC     ",Funds Manager, 1453 3rd Street, Santa Monica, California,90401, United States,  (310) 260-9708,http://www.franciscapital.com,5/23/14,5/14/15,California,801-79772,4,John Francis,President and Managing Member,Jill Braden,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-63054,"  Greenhill Capital Partners, LLC     ",Funds Manager, 300 Park Avenue, New York, New York,10022, United States,  (212) 389-1500,http://www.greenhill.com,4/27/04,5/14/15,Delaware,801-63054,0,Robert Niehaus,Investment Committee,Harold Rodriguez,Chief Financial Officer and Chief Compliance Officer,Scott Bok,Managing Director and Investment Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-77000,  Millstreet Capital Management LLC     ,Funds Manager, 399 Boylston Street, Boston, Massachusetts,2116, United States,  (617) 939-0030,http://www.millstreetcapital.com,9/19/12,5/14/15,Delaware,801-77000,7,Craig Kelleher,"Managing Member, Class A",Brian Connolly,"Managing Member, Class A",Rebecca Vail,"Member/Chief Financial Officer/Chief Operating Officer/Chief Compliance Officer, Class A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73255,  Mason Capital Management LLC     ,Funds Manager, 110 E. 59th Street, New York, New York,  10022-1304 , United States,  (212) 771-1200,http://www.masoncap.com,2/24/12,5/14/15,Delaware,801-73255,28,Michael Martino,Managing Member and Principal,Kenneth Garschina,Managing Member and Principal,John Grizzetti,"Chief Operating Officer, Partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-60143,"  HFR Asset Management, L.L.C     ",Funds Manager, 10 South Riverside Plaza, Chicago, Illinois,60606, United States,  (312) 327-0430,https://www.hfr.com,4/6/01,5/14/15,Delaware,801-60143,11,John Klimek,President,Michael Arenibar,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-70433,"  White Oak Global Advisors, LLC     ",Funds Manager, 3 Embarcadero Center, San Francisco, California,  94111-4048 , United States,  (415) 644-4100,http://www.whiteoaksf.com,8/11/09,5/14/15,Delaware,801-70433,48,Matthew Caudill,General Counsel,Andre Hakkak,Managing Member,Barbara McKee,Managing Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-57001,"  Metropolitan West Capital Management, LLC     ",Funds Manager, 610 Newport Center Dr, Newport Beach, California,92660, United States,  (949) 718-9701,http://www.mwcm.com/,12/23/99,5/14/15,California,801-57001,42,Michael Koonce,Secretary,Kirk Hartman,"President, Chief Investment Officer",Sallie Squire,Chief Administrative Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-27047,"  Mesirow Financial Investment Management, Inc.     ",Funds Manager, 353 N. Clark St, Chicago, Illinois,60654, United States,  (800) 621-4421,http://mesirowfinancial.com,5/15/86,5/14/15,Illinois,801-27047,160,Kristie Paskvan,"Cfo, Director",Richard Price,"Chairman, Ceo, Director",Steven Luetger,Senior Managing Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73273,  Fir Tree Inc.     ,Funds Manager, 505 Fifth Avenue, New York, New York,10017, United States,  (212) 599-0090,https://www.firtree.com,3/8/12,5/14/15,New York,801-73273,74,Jeffrey Tannenbaum,"Sole Shareholder, President and Director",Don McCarthy,Chief Financial Officer,Brian Meyer,General Counsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-79218,  Castle Financial &amp; Retirement Planning Associates Inc     ,Funds Manager, 2899 State Highway 35, Hazlet, New Jersey,  07730-1549 , United States,  (732) 888-4994,http://www.castlefinancial.com,2/19/14,5/14/15,New Jersey,801-79218,6,Alphonse Procaccino,"President, Ceo &amp; Chief Compliance Officer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-8562,"  Bailard, Inc.     ",Funds Manager, 950 Tower  Ln, Foster City, California,  94404-2131 , United States,  (650) 571-5800,http://www.bailard.com,3/3/72,5/14/15,California,801-8562,43,Ronald Kaiser,"Director, Bb&amp;k Holdings, Inc.",Burnice Sparks,"President &amp; Director; Director, Bb&amp; K Holdings (Since 06/2011)",James Boddorf,"Director, Bb&amp;k Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-73695,"  Glenview Capital Management, LLC     ",Funds Manager, 767 Fifth Avenue, New York, New York,10153, United States,  (212) 812-4700,,3/30/12,5/14/15,Delaware,801-73695,83,Mark Horowitz,President and General Counsel,Michael Burke,Chief Financial Officer,Lawrence Robbins,"Ceo, Portfolio Manager &amp; Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801-35676,  Merrill Lynch Alternative Investments LLC     ,Funds Manager," 250 Vesey Street, 11th Floor", New York, New York,10080, United States,  (212) 670-0454,,2/1/90,5/14/15,Delaware,801-35676,317,Barbra Kocsis,Chief Financial Officer,James Costabile,Manager,Brian Woldow,Chief Compliance Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
